video_id,comment_text,predicted_label,confidence,prob_positive,prob_neutral,prob_negative,like_count,reply_count,overall_sentiment_score,positive_percent,neutral_percent,negative_percent,analyzed_at
P1ZP-tEK3Ns,"Thank you for the detail. At the early part of the review you ask whether you need a Roller or Bentley if you can have a BMW7. Clearly you do not unless you are a footballer or other celeb for which t",negative,0.7561,0.2416,0.0023,0.7561,1,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"Jesus you need a 7 series to accommodate back passengers 🤦‍♂",negative,0.9319,0.0668,0.0012,0.9319,0,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"None",positive,0.3638,0.3638,0.2808,0.3554,0,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"3 series definitely looks good, the other Bmws have very questionable design. No matter how good they are, you have to look at them. Audi and Mercedes have far better design at the moment. Such a sham",negative,0.5868,0.4103,0.0030,0.5868,3,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"BMW is testing customer loyalty by pushing out these shit designs",negative,0.9099,0.0887,0.0014,0.9099,0,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"Man the line up is a disgusting sight ugly and uglier except the base 3series which is sad",negative,0.9872,0.0122,0.0006,0.9872,5,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"the styling is soo gross across the board 🤮",negative,0.9886,0.0106,0.0007,0.9886,3,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"In terms of exterior design, only the 3 of this potpourri convinces me, but it is too small for me. Unfortunately, the 3, 5 and 7 all have this cheap, unsporty and uncomfortable touch-only catastrophe",negative,0.9904,0.0089,0.0007,0.9904,0,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"M850i. Only BMW that exists.",positive,0.7511,0.7511,0.0060,0.2428,4,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"i dont know what happened to BMW :(",negative,0.5527,0.4353,0.0121,0.5527,0,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"where to begin… BMW have lost their market shares and build quality with the consumers especially the enthusiast who was the ones that was the majority of supporter of the BMW brand. BMW is to focus i",negative,0.9703,0.0290,0.0008,0.9703,0,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"yea, completely lost the plot with their design. Waaaay waaay too much going on! I miss style.. Clearly not a thing anymore.. Just bombard with too many features and textures, and thats apparently sty",negative,0.9862,0.0131,0.0006,0.9862,1,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"second",positive,0.3640,0.3640,0.2823,0.3537,1,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"first",positive,0.3643,0.3643,0.2825,0.3533,2,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"BMW IS FAST, UGLY, AND UNRELIABLE. IF YOU GOT A LOT OF MONEY, GO FOR IT. IF NOT YOU WILL NOT BE ABLE TO AFFORD TO FIX IT.",negative,0.9157,0.0830,0.0013,0.9157,1,0,60,60,0,40,2026-04-15T10:59:58.369Z
P1ZP-tEK3Ns,"que lux ...........",negative,0.4295,0.3936,0.1769,0.4295,0,0,60,60,0,40,2026-04-15T10:59:58.369Z
oP_EYxhNhXk,"Here's wishing you all a very Happy Diwali!",positive,0.8585,0.8585,0.0155,0.1260,33,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Previous gen 530d >>>",positive,0.3895,0.3895,0.2281,0.3824,114,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Don’t know why.. but mercedes always feels leaps ahead in luxury",positive,0.7030,0.7030,0.0099,0.2870,122,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Previous 5 series was such a looker compared to this",positive,0.9011,0.9011,0.0015,0.0974,303,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Gavin be like : BMW i love you, but as a friend 😂😂",positive,0.4984,0.4984,0.0342,0.4674,39,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Those wheels on the 5 series look shit ……. What was bmw thinking 🤨",negative,0.9503,0.0487,0.0010,0.9503,172,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"I really miss the 3 pointed star on the bonnet of the Merc. It adds grace, beauty, elegance to it. The tail lights on the Merc look amazing. The BMW kidney grille looks spectacular.",positive,0.9310,0.9310,0.0013,0.0676,16,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"I have the BMW 6 GT and honestly that car has much more features than the new 5, I feel the 6 shouldn’t have been replaced.",positive,0.9189,0.9189,0.0013,0.0798,7,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Unpopular opinion it doesn't matter how a car looks when you are sitting inside I think BMW have nailed it in this regard",positive,0.9580,0.9580,0.0012,0.0408,50,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"I think you guys really missed the issue with the rear windshield blind as well. There isn't one in the 5. Given the ridiculous summers in the north, IMO it's a HUGE miss.",negative,0.8386,0.1596,0.0018,0.8386,26,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Rear blinds missed all over is a deal breaker",negative,0.9232,0.0756,0.0012,0.9232,10,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"If the 5 series had electric reclining seats and retractable blinds, it would have won hands down. A major trick missed by BMW. They could have even priced the car 5 L more.",negative,0.6555,0.3418,0.0027,0.6555,14,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Dream cars for so many of us that grew up in the pre-SUV era",positive,0.6964,0.6964,0.0156,0.2879,6,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"How difficult it is to make this kind of video in 4K 60fps?",negative,0.7535,0.2442,0.0023,0.7535,40,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"That Active Brake Assist thing is spot on !! It's damn irritating to keep fumbling into the menu and disable it every time you start the car unless you like being rear ended. I have the 2024 C class a",positive,0.9061,0.9061,0.0013,0.0926,7,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"16:39 thats incredible cant believe 😮😮",positive,0.4487,0.4487,0.2032,0.3480,4,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Some engineer in Germany was sent to gulag because the vents stopped working.",negative,0.6349,0.3343,0.0308,0.6349,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"They seriously lack a lot of features for a luxury car.",negative,0.9708,0.0282,0.0009,0.9708,7,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Great review by Gavin as always. Covered all points in both cars. But finally 5 series is far better as value for money than E class.",positive,0.9847,0.9847,0.0012,0.0142,9,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"80lacs for 200hp is a joke. My xuv 700 almost have all these features 😂",negative,0.8327,0.1635,0.0038,0.8327,9,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"1:07 those cars look photoshopped in the scene lol",negative,0.8216,0.1758,0.0026,0.8216,5,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Now, will Audi bite the bullet and bring in the A6L?",negative,0.6830,0.3061,0.0109,0.6830,55,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Watching this to see which one is better with 50rs in my bank account!",negative,0.8103,0.1872,0.0025,0.8103,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Please update your production pipeline and upload in 4k as standard. Watching this on a TV is a pain.",negative,0.9155,0.0833,0.0012,0.9155,2,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"no seat ventilation at 80L in the mercedes??",negative,0.7753,0.2215,0.0032,0.7753,9,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Such a pleasure to watch reviews from Gavin..very soothing 👌",positive,0.9803,0.9803,0.0020,0.0178,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"In search of teach we lost the classy royal high quality buttons knobs",negative,0.7684,0.2285,0.0032,0.7684,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Skoda superb I brought in 2019 is better then current e class … better engine and better feel super smooth",positive,0.9754,0.9754,0.0011,0.0235,5,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Very anticipated to see the rival comparison",positive,0.4854,0.4854,0.1250,0.3896,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Bmw 5 series all the way !!! 👍👍🙏🙏",positive,0.7496,0.7496,0.0514,0.1990,8,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Where are these cushions from for the mercedes? Definitely not available as an option on the website",negative,0.4964,0.4850,0.0185,0.4964,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Nobody says these german cars are expensive ?",negative,0.4997,0.4322,0.0681,0.4997,2,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"The 5 series drives better, is quieter and more comfortable while being 5L cheaper, yet the merc wins? Makes no sense really",negative,0.7424,0.2550,0.0025,0.7424,57,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Plush cars, and your way of speaking makes it feel comfier, and I feel sleepy....what awesome cars and their reviews......",negative,0.7521,0.2452,0.0027,0.7521,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"So which one is better in corners? and driving generally?",positive,0.5024,0.5024,0.0164,0.4812,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"The BMW front it seems was designed by an 8 year old 😂",negative,0.9231,0.0755,0.0015,0.9231,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"It's really time for 4K videos",positive,0.4349,0.4349,0.1766,0.3884,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"really looking forward for the standard wheelbase variant of the E-Class . . .",negative,0.5862,0.4086,0.0052,0.5862,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"A BMW is a BMW is a BMW!!!",positive,0.8515,0.8515,0.0024,0.1461,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"5 series is for people who drives themselves while e class is for people who wanted an s class but can't afford",negative,0.7891,0.2084,0.0025,0.7891,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"After the launch e450 4matic I think bmw should launch the 540li xdrive in india",positive,0.6034,0.6034,0.0119,0.3847,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Those frequent Castrol ads are literally hiding your content.",negative,0.7712,0.2148,0.0140,0.7712,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"The BMW designers were on crack when they made this design",negative,0.6796,0.3152,0.0052,0.6796,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Guys just to be clear A6 is no competition to both these cars. Now we can talk further 😂😂",negative,0.6436,0.3533,0.0032,0.6436,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Gavin should do more videos",positive,0.4503,0.4503,0.1584,0.3913,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Hello Gavin wishing you and entire Autocar India happy Dushera & Diwali! My question to you is does BMW 530Li with rear wheel and 4 cylinder setup beats Merc E450 AWD and straight 6 cylinder when it c",positive,0.8213,0.8213,0.0018,0.1769,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Put the new 5series engine in the the E200 and I would love to buy that car.🎉🎉",positive,0.9125,0.9125,0.0013,0.0862,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Thus BIG advertisement kills the entire feel of the video especially the area where you show the interior cockpit",negative,0.9814,0.0180,0.0007,0.9814,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Handsdown the best opinion about the looks of these car",positive,0.7040,0.7040,0.0028,0.2933,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Add the gimmicky selfie camera in a car and no heated ventilated or massaging seats 😱😱😱at 80 lakh price point??? WTF mercedes",negative,0.9648,0.0343,0.0009,0.9648,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Look at that Merc.....what a beauty and style.... elegant design with practical comfort seats for traveling......",positive,0.9847,0.9847,0.0012,0.0141,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"For a 1080p video..the vid quality is very bad.",negative,0.9382,0.0606,0.0012,0.9382,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Common ! The tail light with the tri arrow design is the best part of the e class.",positive,0.7127,0.7127,0.0023,0.2850,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"We dont need a history on e class every-time the car makes a change or gets an update man.",negative,0.8981,0.0997,0.0022,0.8981,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Why not shoot in 4K?",negative,0.6367,0.3398,0.0235,0.6367,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Hello, Autocar, I love your videos, and you are often my first choice when it comes to watching car videos. But, i have a particular issue with your speed versus time graph. Speed is a function of tim",negative,0.7016,0.2954,0.0030,0.7016,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"how can one eliminate Audi A6 from the comparison sure is a great car!!",positive,0.9474,0.9474,0.0012,0.0514,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Very good review by Autocar India. If #BMW5Sereies has the rear seat controls and entertainment package would be a perfect all rounder. #MercedesBenzEClass has that except the entertainment package. B",positive,0.7137,0.7137,0.0020,0.2843,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Ground clearance?",negative,0.4102,0.3919,0.1978,0.4102,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Happy Deepawali 😊",positive,0.3916,0.3916,0.2569,0.3515,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Would've loved to have seen the Carnival in this comparison too",positive,0.5288,0.5288,0.0086,0.4626,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Both limousines are amazing to drive😊",positive,0.6315,0.6315,0.0865,0.2819,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Both these cars are confused. They are based on regular sedans but have been modified for chauffer use for India and China. So if these are cars are meant to be primarily chauffer driven, why have THR",negative,0.9865,0.0129,0.0006,0.9865,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Improve camera quality,it doesn't give justice to your content!!",negative,0.7977,0.2005,0.0018,0.7977,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Good looking alloys are a must here on 5 Series. The ones shown here just feels so off.",negative,0.7308,0.2664,0.0028,0.7308,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"When ride quality is better in one, it is the better car; especially when chauffeured! Pillow, soft-close & boss-mode to push a seat do not all add up to negate this shortcoming. Not to mention, the d",positive,0.7021,0.7021,0.0020,0.2958,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"tf is wrong with 5 series' alloys",negative,0.9237,0.0745,0.0017,0.9237,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"No inbuilt sunshades in a chauffeur driven limo worth 1 cr????😮??!?",negative,0.9223,0.0765,0.0012,0.9223,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"The road presence of Bmw cars is insane 😎 but yeh i still go for the previous gen design elements for 5 series",positive,0.5699,0.5699,0.0049,0.4252,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"The E class looks 100 times better and is more plush from inside. Don't give a crap about performance as we hardly use it in congested cities.",negative,0.5421,0.4552,0.0027,0.5421,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Owning Honda City and watching this comparison 🤡🥲",negative,0.9597,0.0391,0.0012,0.9597,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Will BMW still get the 6GT ?",positive,0.4417,0.4417,0.1538,0.4045,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"50 fps nice : )",positive,0.4241,0.4241,0.1945,0.3814,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"7:50 how do you brush off seat ventilation point so easily? it’s a need in our climate. In an 80L car it’s shocking.",negative,0.6925,0.3051,0.0025,0.6925,11,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"No Sunshades a deal breaker for me",negative,0.7562,0.2411,0.0027,0.7562,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Projector LED lights should come as standard",positive,0.5528,0.5528,0.0093,0.4379,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"5 series looks so bad, even the new 7 series kinda grew on me but this is just objectively bad compared to previous gens. Also what's up with those touch controls for AC and other important functions,",negative,0.9905,0.0088,0.0007,0.9905,2,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"What about the engine?",negative,0.5240,0.4148,0.0612,0.5240,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"No ventilation for seats in merc😂😂😂😂😂😂😂😂",negative,0.8905,0.1071,0.0024,0.8905,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"How performance compared to Toyota Camry ?",positive,0.4332,0.4332,0.1559,0.4109,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"New 5 series in other Countries 🗿🗿 New 5 series in india 🤡🤡",negative,0.8645,0.1336,0.0019,0.8645,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"5 series is better than E class now and bmw is giving competition to mercedes in this segment but the old E class and best was the last to last generation was so beautiful and classy but now bmw is be",negative,0.5049,0.4922,0.0030,0.5049,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"Jab tata safari aur Mahindra XUV 700 me 35 lakh me ventilated seats aane lagegi tab ye 90 lacs ki gaadiya koi nahi lega😅",negative,0.6046,0.3866,0.0088,0.6046,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"I wish you happy Diwali",positive,0.4169,0.4169,0.2278,0.3553,1,2,44,44,0,56,2026-04-15T11:01:49.935Z
oP_EYxhNhXk,"I believe in term of exterior design the all new 2025 audi a6 sedan looks the best👀❗️",positive,0.8230,0.8230,0.0033,0.1737,0,2,44,44,0,56,2026-04-15T11:01:49.935Z
